ingredients_text,countries_en
"Peanuts, peanut oil, salt.",United States
Vitabiët; SPECIALrre•OE FRUITS Ingrédients : Pcmrîe•,France
"Coconut, sugar, salt, sulfur dioxide (preservative).",United States
"Pâte de cacao, sucre, émulsifiants : lécithines de tournesol et E476, arôme vanille.",France
"Ground turkey, natural flavoring",United States
"Piment frais 55%, sucre, eau, sel, ail, amidon modifié, correcteur dlaci0ité: acide acétique, exhausteur de goût glutamate monosodique, epaississant: gomme xanthane. éventuelles de glute n, arachides, poisson, graines de sésame et soja.",France
"Organic popcorn, organic sunflower oil, organic spirulina, nutritional yeast, sea salt crystals, organic cayenne pepper, organic garlic powder, organic kelp powder, organic beet powder, and organic carrot powder.",United States
"Pasta de cacao, azúcar, cacao desgrasado en polvo, emulgente: lecitinas (E-322) (contiene _soja_), aroma natural de vainilla. Cacao: 62% mínimo en el chocolate.",Spain
"Corn starch, white rice flour, organic palm oil, modified corn starch, eggs, sugar, salt, vegetable fibers, tomato powder, dehydrated oregano, dehydrated garlic, guar gum, dextrose, sodium bicarbonate, ammonium bicarbonate, monocalcium phosphate, natural flavor.",United States
"Cultured milk and cream, butter (cream, salt), food starch - modified (corn), locust bean gum, carrageenan, sea salt, sodium citrate, annatto, vitamin d3",United States
"sardines, huile de soja, légumes, épices, piment, sel",France
Corn oil,United States
"Aiguillettes de canard 90 %, eau, huile de tournesol, plantes aromatiques 0,4 %, chapelure (GLUTEN), sel, dextrose, épices, arômes naturels.",France
"Cashews, canola and/or peanut oil, salt.",United States
"Viande de porc 52%, eau, viande de volaille 12%, gras de porc, couenne de porc, sel, sirop de glucose et dextrose, protéines de lait, protéines de _soja_, épices et plantes aromatiques, protéines de sang de porc, stabilisants : E450, E452, exhausteur de goût : E621, arômes naturels, acidifiant : E575, colorant : E120, antioxydant : E316, conservateur : E250, enveloppe (E120, E160b).",France
"sel de cuisine, graisse végétale (antioxydant: E310), exhausteurs de saveur (glutamate monosodique, inosinate disotique ( E631), guanylate disotique (E627)), extrait de viande, arôme (avec soja), 1% légumes (oignons, carottes), extrait de levure, persil, sirop de caramel, épices,",Switzerland
Basmati rice,United States
"Haricots verts, eau, sel.  ",France
Rooibos.,Spain
"Skim milk, milk, high fructose corn syrup, sugar, cocoa processed with alkali, salt, carrageenan, artificial flavor, vitamin a palmitate, vitamin d3.",United States
"Huile de colza, œufs de _cabillaud_ salés fumés 22% (œufs de _cabillaud_ 21%, sel, conservateur : E211), chair de _homard_ américain 8% (_crustacé_) (Homarus americanus), eau, chapelure (farine de _blé_, eau, sel, levure), arôme (_poissons_, _crustacés_, céréales content du _gluten), acidifiant : E270, conservateurs : E262 et E202, sel, sirop de glucose, extrait d'épices.",France
Vodka,United Kingdom
"aromatisée en poudre au café soluble. : sucre, 20,7 % lalt écrémé en poudre, sirop de glucose, graisse de coco, 6,8% café en grains soluble, arôme naturel, 2% cacao en poudre foËment dégraissé, stabilisants: ÙŒphates de sodium, phosphate de potassium;zsel. ouvert, à préférence",France
"Viande bovine 70 %, eau gras de bœuf, sel, acidifiants : E326, E262, E327, dextrose de blé, arômes, épices, aromates, colorants : E160c, E120, antioxydants : E301, E300, enveloppe végétale : gélifiant : E404.  ",France
"Sugar, hydrogenated vegetable oil (soybean), wheat flour lecithin (emulsifier), raising agent (sodium bicarbonate), vanillin, salt.",United States
Mechanically (expeller) pressed naturally unrefined virgin organic coconut oil,United States
"Corn, whole grain wheat, sugar, whole grain rolled oats, brown sugar, rice, canola oil, wheat flour, malted barley flour, corn syrup, salt, whey (from milk), malted corn and barley syrup, wildflower honey, caramel color, natural and artificial flavor, ann",United States
"Flocons d'_épeautre_ complets 46 %, fruits secs (raisins de Smyrne (avec huile de tournesol), abricots, dattes, pommes, framboises), flakes d'_épeautre_ 8,8 % (farine d'_épeautre_ complète, sucre de canne non raffiné, malt de maïs, sel de mer), miel, _épeautre_ sauté 5,5 %, nougatine aux _amandes_ (_amandes_ grillées, sucre de canne non raffiné, miel), graines de tournesol, huile de coco, farine de riz, cannelle.",France
Red split lentils.,United States
_Nuez_ mondada.,Spain
"Enriched wheat flour [wheat flour, niacin, reduced iron, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], corn syrup, sugar, high fructose corn syrup, palm oil, brown sugar, whey permeate, modified corn starch, precooked yellow corn meal, salt, cinnamon, leavening (sodium aluminium phosphate, baking soda), color added, citric acid, potassium sorbate (a preservative), gelatin, soy lecithin, modified soy protein, vitamin a palmitate, reduced iron, niacinamide, pyridoxine hydrochloride (vitamin b6), riboflavin (vitamin b2), thiamin mononitrate (vitamin b1).",United States
"Thon listao (Katsuwonus pelamis) huile d'olive vierge extra 33,8%, sel.",France
"Fruits à coques 39% (noix du Brésil, noix de pécan, noix de cajou), sirop de glucose, graines de grenade 14%, sirop d'agave, crispies de riz complet, dattes 9%%, graines de courge, huile de tournesol, arôme naturel.",Switzerland
100% thé vert Ceylan - issu de l'agriculture biologique.,France
"Croutons de pain spécial - Ingrédients: Farine de blé (gluten), huile de tournesol' préparation pour panification (farine de blé (gluten), son de blé (gluten), gluten, farine de blé malté (gluten), agent de traitement de la farine : acide ascorbique, enzymes), levure, sel' son de blé (gluten), antioxydant : extrait de romarin. Traces de lait.",France
"Shrimp, salt, sodium tripolyphosphate (to retain moisture).",United States
"Milk chocolate [sugar, cocoa butter, milk, chocolate liquor, soy lecithin (an emulsifier), and vanilla], sweetened dried cranberries (cranberries, sugar), coating (gum acacia, maltodextrin, and sugar), confectioner's glaze.",United States
"Cultured pasteurized milk, salt, enzymes, annatto (for natural color).",United States
"Carbonated water, high fructose corn syrup, citric acid, artificial flavor, potassium benzoate (preservative), modified food starch, grape juice concentrate, red 40, blue 1.",United States
"Unbleached enriched wheat flour (flour, barley malt, niacin [vitamin b3], iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), water, sugar, yeast, whey, nonfat milk, palm oil, wheat gluten, eggs, unsalted butter, contains 2% or l",United States
"Water, organic apple juice, organic blueberry juice, organic lemon juice, organic aloe vera juice.",United States
"Whole grain rolled oats, natural and artificial flavor, flaxseed, salt, sucralose, acesulfame potassium. vitamins & minerals: calcium carbonate, ferric orthophosphate (source of iron), alpha tocopherol acetate (vitamin e), niacinamide*, vitamin a palmitate, pyridoxine hydrochloride*, riboflavin*, thiamin mononitrate*, folic acid*. *one of the b vitamins",United States
"Fresh roasted peanuts, corn syrup solids, sugar, pea protein, contains 2% or less: molasses, salt, hydrogenated vegetable oils (rapeseed, cottonseed and soybean), monoglycerides, magnesium oxide, niacinamide, ferric orthophosphate, zinc oxide, copper sulf",United States
Eau gazifie sucre acide citrique,France
"Bigarreaux avec noyaux, eau, sucre, colorant : E127",France
"Cassava (yuca), tapioca starch, sunflower oil, leek, cane sugar, sea salt, sesame, spices, yeast extract, garlic powder, vinegar powder (organic maltodextrin, white distilled vinegar), natural flavors, rice concentrate.",United States
"Petit beurre 52% : farine de blé, sucre, beurre patissier 14,7%, Lait écrémé en poudre, poudre à lever : carbonate acide d'ammonium, carbonate acide de sodium, diphosphate disodique, sel, correcteur d'acidité : acide citrique - Chocolat au lait 48% : sucre, beurre et pâte de cacao, Lait écrémé en poudre, sirop de glucose, beurre pâtissier, émulsifiant : lécithine de soja, arôme vanille ","Belgium,Denmark,France,Switzerland"
semoule de _blé_ dur,France
Jus de raisin (Origine Languedoc : minimum 50%),France
"Whole navy beans, long grain rice, sunflower oil, tapioca, cheddar cheese blend (pasteurized milk, cheese cultures, sea salt, enzymes, whey buttermilk, annatto, lactic acid, citric acid, spices).",United States
"Filtered water, pineapple juice concentrate, apple juice concentrate, orange juice concentrate, natural flavors, ascorbic acid (vitamin c) and citric acid.",United States
"Pasteurized process american cheese (american cheese (cultured milk, salt, enzymes), water, cream, sodium phosphate, sorbic acid (preservative), artificial color), mayonnaise (soybean oil, egg yolks, water, distilled vinegar, high fructose corn syrup, corn syrup, salt, mustard flour, calcium disodium edta), pimientoes (pimientoes, water, citricacid), jalapenos (jalapeno peppers, water, salt, distilled vinegar, natural flavorings, calcium chloride, potassium sorbate and sodium benzoate (preservatives), turmeric), brown sugar, hot sauce (peppers, vinegar, salt, xanthan gum, sodium benzoate (to preserve freshness)), lemon juice (water, concentrated lemon juice, citric acid salt ester of wood rosin, glycerin, sodium benzoate and potassium sorbate (preservatives), sodium bisulfate, yellow #5(tartrazine)), sodium benzoate and potassium sorbate (preservatives), black pepper.",United States
"Gnocchi à la pomme de terre précuit [semoule de blé (gluten), pomme de terre déshydratée 20,3%, eau, sel], purée de tomate 12,2%, oignon grillé 5,9%, mozzarella 5,9% [lait, sel, présure, acidifiant : acide citrique], tomate cerise mi- séchée 5%, eau, huile d'olive vierge extra, épinard 1,4%, basilic, ail, préparation d'oignon (jus d'oignon concentré, huile de tournesol), sel, poivre.",France
100% semoule de blé dur,France
Huile de _sésame_.,France
"Stone ground whole wheat flour, dried cane syrup, brown rice syrup, fig paste, canola oil, pumpkin spice paste (organic dried cane sugar, naturally milled cane sugar, glycerin, pumpkin, rice starch, apple powder, natural flavor, pectin, citric acid, cinna",United States
"Riz blanc cuit 40,7 % (riz blanc, eau), _poisson_ pané 23,3 % [filet de hoki 64 % (_poisson_); enrobage et chapelure 36 % : farine de _blé_, huile de tournesol, eau, amidon transformé de _blé_, amidon de _blé_, sel, gluten de _blé_, levure, épices (paprika, curcuma)], concassé de tomates 14,2 %, eau, concentré de tomates, huile de colza, beurre (_lait_), arômes, huile d'olive, sucre, ciboulette, sel, épaississant : amidon transformé de maïs, plantes aromatiques (romarin, basilic, origan, thym, marjolaine, sarriette). ",France
"Farine de _blé_ 90%, farine de _seigle_ 8%, _gluten_ de _blé_, levure, huile végétale (tournesol), farine de seigle malté, sucre, sel, agent de traitement de la farine (acide ascorbique)",France
"Nonfat milk, vitamin a palmitate, vitamin d3.",United States
"Pomme de terre 46%, tomate 20%, eau, huile de colza, jambon de poulet cuit choix Halal 7,7% (viande de poulet Halal 7,1%, eau, épices, sel), cornichon 3,9%, jus de citron à base de concentré, sel, jaune d'_oeuf_, amidon transformé (_blé_), vinaigre, sucre, épices, épaississant : gomme xanthane, ail, sirop de glucose.",France
Saffron threads,United States
"eau, sucre, jus de citron a base de concentré 2%, thé noir, cynorhodon, fleur d'hibiscus, acidifiant (E 330),",Switzerland
100% viande bovine.,France
"Farine de _blé_, eau, _fromages_ (_oeuf_), jambon de porc, huile de colza, huile de palme, _beurre_, amidons modifiés, protéines de _lait_, dextrose, sel, _lactosérum_, _gluten_ de _blé_, levure, sels émulsifiants: E331, E452, émulsifiants: E322, E471, conservateurs : E202, E250, E282, stabilisants: E450, E541, gélifiant: E407, arômes (_céleri_,_blé_), épices et aromates, antioxydant: E316, acidifiant: E270",France
"POLENTA BRAMATA ORCANIC, WHOLECRAIN GLUTEN FREE Average Nutritional Values per 100g Energy/Energie/énergie/energia 1440kI/340kcaI [Evépyewenergi/energie/energi Fat/FeWgraisse/rasvaa/AlTlapd/FeWvetten/fett lg ofwtlich saturates/davon gesâttigte Fettsâuren/ 0.24g dont acides gras saturés[psta tyydytwnyttâ/ oJToiwv Kopeopéva/hvorav mettet fett/ waarvan verzadigde vetzuren /varav mâttat fett 74g Carbohydrate/Kohlenhydrate/glucides/ hiilihydraatitNôaTdvepaKWkarbohydrater/ koolhydraten /kolhydrat of which sugars/davon Zucker/dont sucres/ 0.64g josta sokereita/EK oJToiwv hvorav sukkerafter/waarvan suikers/varav sockerafter 4.1g Fibre/Ballaststoffe/fibres alimentaires/ fiberavintokuitu/lvwfiber/vezels/fiber Protein/EiweiB/protéines/proteiini/npQ)TÉiVeç/ 6.6g protein/eiwitten/protein &lt;0.lg Salt/Salz/sel/suola/AÀdTl/salt/zout/salt",France
"Chicken stock (water, concentrated chicken stock). contains less than 2% of the following: salt, sugar, vegetable stock (carrot, onion, celery, sea salt), concentrated cabbage juice, dried parsley.",United States
